Chrom	Start	End	Strand	Feature	H37rv_GeneID	Symbol	Functional_Category	Gene_Cat_V2	N_Pos	N_Neg	Total	Positive_Proportion	Middle	Length	AnyPosEpitope	Antigen_LVL2	N_HmRegion	HasHmRegion	AntigenLVL2_And_HHR_Comb
NC_000962.3	187432	188839	-	CDS	Rv0159c	PE3	PE/PPE	PE/PPE	0	7	7	0.0	188135.5	1407	False	False	0	False	NonReactive-Unq
NC_000962.3	188930	190439	-	CDS	Rv0160c	PE4	PE/PPE	PE/PPE	1	6	7	0.14285714285714285	189684.5	1509	True	False	0	False	NonReactive-Unq
NC_000962.3	190606	191956	+	CDS	Rv0161	Rv0161	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	191281.0	1350	False	False	0	False	NonReactive-Unq
NC_000962.3	191983	193135	-	CDS	Rv0162c	adhE1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	192559.0	1152	False	False	0	False	NonReactive-Unq
NC_000962.3	193116	193572	+	CDS	Rv0163	Rv0163	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	193344.0	456	False	False	0	False	NonReactive-Unq
NC_000962.3	193625	194111	+	CDS	Rv0164	TB18.5	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	193868.0	486	False	False	0	False	NonReactive-Unq
NC_000962.3	194143	194815	-	CDS	Rv0165c	mce1R	regulatory proteins	regulatory proteins	0	4	4	0.0	194479.0	672	False	False	0	False	NonReactive-Unq
NC_000962.3	194992	196657	+	CDS	Rv0166	fadD5	lipid metabolism	lipid metabolism	0	8	8	0.0	195824.5	1665	False	False	0	False	NonReactive-Unq
NC_000962.3	196860	197658	+	CDS	Rv0167	yrbE1A	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	4	4	0.0	197259.0	798	False	False	1	True	NonReactive-HHR
NC_000962.3	197659	198529	+	CDS	Rv0168	yrbE1B	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	4	4	0.0	198094.0	870	False	False	1	True	NonReactive-HHR
NC_000962.3	198533	199898	+	CDS	Rv0169	mce1A	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	6	6	0.0	199215.5	1365	False	False	1	True	NonReactive-HHR
NC_000962.3	199894	200935	+	CDS	Rv0170	mce1B	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	5	5	0.0	200414.5	1041	False	False	1	True	NonReactive-HHR
NC_000962.3	200931	202479	+	CDS	Rv0171	mce1C	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	8	8	0.0	201705.0	1548	False	False	1	True	NonReactive-HHR
NC_000962.3	202475	204068	+	CDS	Rv0172	mce1D	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	8	8	0.0	203271.5	1593	False	False	1	True	NonReactive-HHR
NC_000962.3	204064	205237	+	CDS	Rv0173	lprK	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	204650.5	1173	False	False	1	True	NonReactive-HHR
NC_000962.3	205230	206778	+	CDS	Rv0174	mce1F	virulence, detoxification, adaptation	virulence, detoxification, adaptation	1	7	8	0.125	206004.0	1548	True	False	0	False	NonReactive-Unq
NC_000962.3	206813	207455	+	CDS	Rv0175	Rv0175	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	207134.0	642	False	False	0	False	NonReactive-Unq
NC_000962.3	207451	208420	+	CDS	Rv0176	Rv0176	cell wall and cell processes	cell wall and cell processes	2	3	5	0.4	207935.5	969	True	True	0	False	Antigen-Unq
NC_000962.3	208416	208971	+	CDS	Rv0177	Rv0177	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	208693.5	555	False	False	0	False	NonReactive-Unq
NC_000962.3	208937	209672	+	CDS	Rv0178	Rv0178	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	209304.5	735	False	False	0	False	NonReactive-Unq
NC_000962.3	209702	210812	-	CDS	Rv0179c	lprO	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	210257.0	1110	False	False	0	False	NonReactive-Unq
NC_000962.3	210891	212250	-	CDS	Rv0180c	Rv0180c	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	211570.5	1359	False	False	0	False	NonReactive-Unq
NC_000962.3	212276	213011	-	CDS	Rv0181c	Rv0181c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	212643.5	735	False	False	0	False	NonReactive-Unq
NC_000962.3	213027	214140	-	CDS	Rv0182c	sigG	information pathways	information pathways	0	6	6	0.0	213583.5	1113	False	False	0	False	NonReactive-Unq
NC_000962.3	214087	214927	+	CDS	Rv0183	Rv0183	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	214507.0	840	False	False	0	False	NonReactive-Unq
NC_000962.3	214968	215718	+	CDS	Rv0184	Rv0184	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	215343.0	750	False	False	0	False	NonReactive-Unq
NC_000962.3	215714	216224	+	CDS	Rv0185	Rv0185	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	215969.0	510	False	False	0	False	NonReactive-Unq
NC_000962.3	216268	218344	+	CDS	Rv0186	bglS	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	217306.0	2076	False	False	0	False	NonReactive-Unq
NC_000962.3	218704	219367	+	CDS	Rv0187	Rv0187	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	219035.5	663	False	False	0	False	NonReactive-Unq
NC_000962.3	219485	219917	+	CDS	Rv0188	Rv0188	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	219701.0	432	False	False	0	False	NonReactive-Unq
NC_000962.3	219995	221723	-	CDS	Rv0189c	ilvD	intermediary metabolism and respiration	intermediary metabolism and respiration	0	9	9	0.0	220859.0	1728	False	False	0	False	NonReactive-Unq
NC_000962.3	221870	222161	+	CDS	Rv0190	Rv0190	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	222015.5	291	False	False	0	False	NonReactive-Unq
NC_000962.3	222288	223530	+	CDS	Rv0191	Rv0191	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	222909.0	1242	False	False	0	False	NonReactive-Unq
NC_000962.3	223563	224664	+	CDS	Rv0192	Rv0192	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	224113.5	1101	False	False	0	False	NonReactive-Unq
NC_000962.3	224723	226571	-	CDS	Rv0193c	Rv0193c	conserved hypotheticals	conserved hypotheticals	0	9	9	0.0	225647.0	1848	False	False	0	False	NonReactive-Unq
NC_000962.3	226877	230462	+	CDS	Rv0194	Rv0194	cell wall and cell processes	cell wall and cell processes	0	10	10	0.0	228669.5	3585	False	False	0	False	NonReactive-Unq
NC_000962.3	230898	231534	+	CDS	Rv0195	Rv0195	regulatory proteins	regulatory proteins	0	2	2	0.0	231216.0	636	False	False	0	False	NonReactive-Unq
NC_000962.3	231646	232231	+	CDS	Rv0196	Rv0196	regulatory proteins	regulatory proteins	0	3	3	0.0	231938.5	585	False	False	0	False	NonReactive-Unq
NC_000962.3	232230	234519	+	CDS	Rv0197	Rv0197	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	233374.5	2289	False	False	0	False	NonReactive-Unq
NC_000962.3	234515	236507	-	CDS	Rv0198c	zmp1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	235511.0	1992	False	False	0	False	NonReactive-Unq
NC_000962.3	236549	237209	+	CDS	Rv0199	Rv0199	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	236879.0	660	False	False	0	False	NonReactive-Unq
NC_000962.3	237205	237895	+	CDS	Rv0200	Rv0200	cell wall and cell processes	cell wall and cell processes	0	1	1	0.0	237550.0	690	False	False	0	False	NonReactive-Unq
NC_000962.3	237891	238395	-	CDS	Rv0201c	Rv0201c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	238143.0	504	False	False	0	False	NonReactive-Unq
NC_000962.3	238391	241292	-	CDS	Rv0202c	mmpL11	cell wall and cell processes	cell wall and cell processes	0	10	10	0.0	239841.5	2901	False	False	0	False	NonReactive-Unq
NC_000962.3	241513	241924	+	CDS	Rv0203	Rv0203	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	241718.5	411	False	False	0	False	NonReactive-Unq
NC_000962.3	241975	243214	-	CDS	Rv0204c	Rv0204c	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	242594.5	1239	False	False	0	False	NonReactive-Unq
NC_000962.3	243383	244487	+	CDS	Rv0205	Rv0205	cell wall and cell processes	cell wall and cell processes	1	4	5	0.2	243935.0	1104	True	False	0	False	NonReactive-Unq
NC_000962.3	244483	247318	-	CDS	Rv0206c	mmpL3	cell wall and cell processes	cell wall and cell processes	0	10	10	0.0	245900.5	2835	False	False	0	False	NonReactive-Unq
NC_000962.3	247383	248112	-	CDS	Rv0207c	Rv0207c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	247747.5	729	False	False	0	False	NonReactive-Unq
NC_000962.3	248114	248906	-	CDS	Rv0208c	Rv0208c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	248510.0	792	False	False	0	False	NonReactive-Unq
NC_000962.3	249037	250123	+	CDS	Rv0209	Rv0209	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	249580.0	1086	False	False	0	False	NonReactive-Unq
NC_000962.3	250119	251598	+	CDS	Rv0210	Rv0210	conserved hypotheticals	conserved hypotheticals	0	7	7	0.0	250858.5	1479	False	False	0	False	NonReactive-Unq
NC_000962.3	251781	253602	+	CDS	Rv0211	pckA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	9	9	0.0	252691.5	1821	False	False	0	False	NonReactive-Unq
NC_000962.3	253668	254640	-	CDS	Rv0212c	nadR	regulatory proteins	regulatory proteins	0	5	5	0.0	254154.0	972	False	False	0	False	NonReactive-Unq
NC_000962.3	254636	255950	-	CDS	Rv0213c	Rv0213c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	255293.0	1314	False	False	0	False	NonReactive-Unq
NC_000962.3	256063	257677	+	CDS	Rv0214	fadD4	lipid metabolism	lipid metabolism	0	7	7	0.0	256870.0	1614	False	False	0	False	NonReactive-Unq
NC_000962.3	258912	259926	+	CDS	Rv0216	Rv0216	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	259419.0	1014	False	False	0	False	NonReactive-Unq
NC_000962.3	259922	260831	-	CDS	Rv0217c	lipW	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	260376.5	909	False	False	0	False	NonReactive-Unq
NC_000962.3	260923	262252	+	CDS	Rv0218	Rv0218	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	261587.5	1329	False	False	0	False	NonReactive-Unq
NC_000962.3	262253	262802	+	CDS	Rv0219	Rv0219	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	262527.5	549	False	False	0	False	NonReactive-Unq
NC_000962.3	262811	264023	+	CDS	Rv0220	lipC	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	263417.0	1212	False	False	0	False	NonReactive-Unq
NC_000962.3	264066	265476	+	CDS	Rv0221	Rv0221	lipid metabolism	lipid metabolism	0	7	7	0.0	264771.0	1410	False	False	0	False	NonReactive-Unq
NC_000962.3	265506	266295	+	CDS	Rv0222	echA1	lipid metabolism	lipid metabolism	0	4	4	0.0	265900.5	789	False	False	0	False	NonReactive-Unq
NC_000962.3	266300	267764	-	CDS	Rv0223c	Rv0223c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	267032.0	1464	False	False	0	False	NonReactive-Unq
NC_000962.3	267862	268627	-	CDS	Rv0224c	Rv0224c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	268244.5	765	False	False	0	False	NonReactive-Unq
NC_000962.3	268662	269817	+	CDS	Rv0225	Rv0225	cell wall and cell processes	cell wall and cell processes	0	5	5	0.0	269239.5	1155	False	False	0	False	NonReactive-Unq
NC_000962.3	269833	271564	-	CDS	Rv0226c	Rv0226c	cell wall and cell processes	cell wall and cell processes	0	9	9	0.0	270698.5	1731	False	False	0	False	NonReactive-Unq
NC_000962.3	271573	272839	-	CDS	Rv0227c	Rv0227c	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	272206.0	1266	False	False	0	False	NonReactive-Unq
NC_000962.3	273054	274278	+	CDS	Rv0228	Rv0228	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	273666.0	1224	False	False	0	False	NonReactive-Unq
NC_000962.3	274305	274986	-	CDS	Rv0229c	Rv0229c	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	274645.5	681	False	False	0	False	NonReactive-Unq
NC_000962.3	274982	275963	-	CDS	Rv0230c	php	lipid metabolism	lipid metabolism	0	5	5	0.0	275472.5	981	False	False	0	False	NonReactive-Unq
NC_000962.3	276057	277764	+	CDS	Rv0231	fadE4	lipid metabolism	lipid metabolism	0	8	8	0.0	276910.5	1707	False	False	0	False	NonReactive-Unq
NC_000962.3	277898	278588	+	CDS	Rv0232	Rv0232	regulatory proteins	regulatory proteins	0	3	3	0.0	278243.0	690	False	False	0	False	NonReactive-Unq
NC_000962.3	278584	279529	+	CDS	Rv0233	nrdB	information pathways	information pathways	0	5	5	0.0	279056.5	945	False	False	0	False	NonReactive-Unq
NC_000962.3	279604	281140	-	CDS	Rv0234c	gabD1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	8	8	0.0	280372.0	1536	False	False	0	False	NonReactive-Unq
NC_000962.3	281165	282614	-	CDS	Rv0235c	Rv0235c	cell wall and cell processes	cell wall and cell processes	1	6	7	0.14285714285714285	281889.5	1449	True	False	0	False	NonReactive-Unq
NC_000962.3	282648	286851	-	CDS	Rv0236c	aftD	cell wall and cell processes	cell wall and cell processes	0	10	10	0.0	284749.5	4203	False	False	0	False	NonReactive-Unq
NC_000962.3	286897	287071	-	CDS	Rv0236A	Rv0236A	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	286984.0	174	False	False	0	False	NonReactive-Unq
NC_000962.3	287185	288352	+	CDS	Rv0237	lpqI	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	287768.5	1167	False	False	0	False	NonReactive-Unq
NC_000962.3	288427	289042	+	CDS	Rv0238	Rv0238	regulatory proteins	regulatory proteins	0	3	3	0.0	288734.5	615	False	False	0	False	NonReactive-Unq
NC_000962.3	289103	289337	+	CDS	Rv0239	vapB24	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	289220.0	234	False	False	0	False	NonReactive-Unq
NC_000962.3	289344	289782	+	CDS	Rv0240	vapC24	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	289563.0	438	False	False	0	False	NonReactive-Unq
NC_000962.3	289811	290654	-	CDS	Rv0241c	htdX	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	290232.5	843	False	False	0	False	NonReactive-Unq
NC_000962.3	290664	292029	-	CDS	Rv0242c	fabG4	lipid metabolism	lipid metabolism	0	7	7	0.0	291346.5	1365	False	False	0	False	NonReactive-Unq
NC_000962.3	292170	293493	+	CDS	Rv0243	fadA2	lipid metabolism	lipid metabolism	0	7	7	0.0	292831.5	1323	False	False	0	False	NonReactive-Unq
NC_000962.3	293797	295633	-	CDS	Rv0244c	fadE5	lipid metabolism	lipid metabolism	1	8	9	0.1111111111111111	294715.0	1836	True	False	0	False	NonReactive-Unq
NC_000962.3	296004	296493	+	CDS	Rv0245	Rv0245	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	296248.5	489	False	False	0	False	NonReactive-Unq
NC_000962.3	296808	298119	+	CDS	Rv0246	Rv0246	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	297463.5	1311	False	False	0	False	NonReactive-Unq
NC_000962.3	298115	298862	-	CDS	Rv0247c	Rv0247c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	298488.5	747	False	False	0	False	NonReactive-Unq
NC_000962.3	298862	300803	-	CDS	Rv0248c	Rv0248c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	299832.5	1941	False	False	0	False	NonReactive-Unq
NC_000962.3	300833	301655	-	CDS	Rv0249c	Rv0249c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	301244.0	822	False	False	0	False	NonReactive-Unq
NC_000962.3	301734	302028	-	CDS	Rv0250c	Rv0250c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	301881.0	294	False	False	0	False	NonReactive-Unq
NC_000962.3	302172	302652	-	CDS	Rv0251c	hsp	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	302412.0	480	False	False	0	False	NonReactive-Unq
NC_000962.3	302865	305427	+	CDS	Rv0252	nirB	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	304146.0	2562	False	False	0	False	NonReactive-Unq
NC_000962.3	305452	305809	+	CDS	Rv0253	nirD	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	305630.5	357	False	False	0	False	NonReactive-Unq
NC_000962.3	305824	306349	-	CDS	Rv0254c	cobU	intermediary metabolism and respiration	intermediary metabolism and respiration	0	1	1	0.0	306086.5	525	False	False	0	False	NonReactive-Unq
NC_000962.3	306373	307858	-	CDS	Rv0255c	cobQ1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	307115.5	1485	False	False	0	False	NonReactive-Unq
NC_000962.3	307876	309547	-	CDS	Rv0256c	PPE2	PE/PPE	PE/PPE	1	7	8	0.125	308711.5	1671	True	False	1	True	NonReactive-HHR
NC_000962.3	309698	310073	+	CDS	Rv0257	Rv0257	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	309885.5	375	False	False	1	True	NonReactive-HHR
NC_000962.3	310293	310749	-	CDS	Rv0258c	Rv0258c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	310521.0	456	False	False	0	False	NonReactive-Unq
NC_000962.3	310773	311517	-	CDS	Rv0259c	Rv0259c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	311145.0	744	False	False	0	False	NonReactive-Unq
NC_000962.3	311513	312659	-	CDS	Rv0260c	Rv0260c	regulatory proteins	regulatory proteins	0	6	6	0.0	312086.0	1146	False	False	0	False	NonReactive-Unq
NC_000962.3	312758	314168	-	CDS	Rv0261c	narK3	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	313463.0	1410	False	False	0	False	NonReactive-Unq
NC_000962.3	314308	314854	-	CDS	Rv0262c	aac	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	1	1	0.0	314581.0	546	False	False	0	False	NonReactive-Unq
NC_000962.3	314863	315766	-	CDS	Rv0263c	Rv0263c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	315314.5	903	False	False	0	False	NonReactive-Unq
NC_000962.3	315782	316415	-	CDS	Rv0264c	Rv0264c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	316098.5	633	False	False	0	False	NonReactive-Unq
NC_000962.3	316510	317503	-	CDS	Rv0265c	Rv0265c	cell wall and cell processes	cell wall and cell processes	0	5	5	0.0	317006.5	993	False	False	0	False	NonReactive-Unq
NC_000962.3	317524	321154	-	CDS	Rv0266c	oplA	intermediary metabolism and respiration	intermediary metabolism and respiration	1	9	10	0.1	319339.0	3630	True	False	0	False	NonReactive-Unq
NC_000962.3	321330	322722	+	CDS	Rv0267	narU	cell wall and cell processes	cell wall and cell processes	1	6	7	0.14285714285714285	322026.0	1392	True	False	0	False	NonReactive-Unq
NC_000962.3	322763	323273	-	CDS	Rv0268c	Rv0268c	conserved hypotheticals	conserved hypotheticals	1	2	3	0.3333333333333333	323018.0	510	True	False	0	False	NonReactive-Unq
NC_000962.3	323337	324531	-	CDS	Rv0269c	Rv0269c	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	323934.0	1194	False	False	0	False	NonReactive-Unq
NC_000962.3	324566	326249	+	CDS	Rv0270	fadD2	lipid metabolism	lipid metabolism	0	8	8	0.0	325407.5	1683	False	False	0	False	NonReactive-Unq
NC_000962.3	326265	328461	-	CDS	Rv0271c	fadE6	lipid metabolism	lipid metabolism	0	10	10	0.0	327363.0	2196	False	False	0	False	NonReactive-Unq
NC_000962.3	328574	329708	-	CDS	Rv0272c	Rv0272c	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	329141.0	1134	False	False	0	False	NonReactive-Unq
NC_000962.3	329704	330325	-	CDS	Rv0273c	Rv0273c	regulatory proteins	regulatory proteins	0	3	3	0.0	330014.5	621	False	False	0	False	NonReactive-Unq
NC_000962.3	330421	331003	+	CDS	Rv0274	Rv0274	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	330712.0	582	False	False	0	False	NonReactive-Unq
NC_000962.3	330932	331658	-	CDS	Rv0275c	Rv0275c	regulatory proteins	regulatory proteins	0	4	4	0.0	331295.0	726	False	False	0	False	NonReactive-Unq
NC_000962.3	331747	332668	+	CDS	Rv0276	Rv0276	conserved hypotheticals	conserved hypotheticals	3	2	5	0.6	332207.5	921	True	True	0	False	Antigen-Unq
NC_000962.3	332707	333136	-	CDS	Rv0277c	vapC25	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	332921.5	429	False	False	1	True	NonReactive-HHR
NC_000962.3	333436	336310	-	CDS	Rv0278c	PE_PGRS3	PE/PPE	PE/PPE	0	9	9	0.0	334873.0	2874	False	False	1	True	NonReactive-HHR
NC_000962.3	336559	339073	-	CDS	Rv0279c	PE_PGRS4	PE/PPE	PE/PPE	0	10	10	0.0	337816.0	2514	False	False	1	True	NonReactive-HHR
NC_000962.3	339363	340974	+	CDS	Rv0280	PPE3	PE/PPE	PE/PPE	1	7	8	0.125	340168.5	1611	True	False	1	True	NonReactive-HHR
NC_000962.3	340997	341906	+	CDS	Rv0281	Rv0281	lipid metabolism	lipid metabolism	0	4	4	0.0	341451.5	909	False	False	0	False	NonReactive-Unq
